,Cell Type,Neighborhood_test,probability,Neighborhood_test_per,Cell Type_per,width,nodeCell Type,nodeNeighborhood_test,line_p
0,B_c,Follicle_n,57.26141078838174,3.59825118634082,0.07029087589431285,11.452282157676347,2.1087262768293855,107.9475355902246,5.7261410788381735
1,B_c,Plasma-enriched_n,16.182572614107883,11.197540694333856,0.07029087589431285,3.236514522821577,2.1087262768293855,335.92622083001567,1.6182572614107884
2,Neutrophil_c,Follicle_n,24.0101707228478,3.59825118634082,0.8029493001537066,4.80203414456956,24.088479004611198,107.9475355902246,2.40101707228478
3,CD4+ T cell_c,Follicle_n,23.778325882534297,3.59825118634082,3.784040762874751,4.755665176506859,113.52122288624253,107.9475355902246,2.3778325882534297
4,CD4+ T cell_c,Plasma-enriched_n,28.950208108524745,11.197540694333856,3.784040762874751,5.790041621704949,113.52122288624253,335.92622083001567,2.8950208108524746
5,ICC_c,Plasma-enriched_n,16.71126969967291,11.197540694333856,0.9808639652803905,3.342253939934582,29.425918958411717,335.92622083001567,1.671126969967291
6,M2 Macrophage_c,Plasma-enriched_n,17.5402613187481,11.197540694333856,3.8394568061109315,3.50805226374962,115.18370418332795,335.92622083001567,1.75402613187481
7,M2 Macrophage_c,Innate Immune-enriched_n,15.375265876633243,3.825456963609159,3.8394568061109315,3.075053175326649,115.18370418332795,114.76370890827478,1.5375265876633244
8,NK_c,Plasma-enriched_n,21.507760532150776,11.197540694333856,0.39462056051869415,4.301552106430155,11.838616815560824,335.92622083001567,2.1507760532150777
9,NK_c,Adaptive immune-enriched_n,18.477457501847745,4.024371392488501,0.39462056051869415,3.695491500369549,11.838616815560824,120.73114177465501,1.8477457501847745
10,Plasma_c,Plasma-enriched_n,69.85282481405287,11.197540694333856,5.5290627980435225,13.970564962810574,165.87188394130567,335.92622083001567,6.985282481405287
11,DC_c,Plasma-enriched_n,18.650793650793652,11.197540694333856,1.0289884238802314,3.7301587301587302,30.86965271640694,335.92622083001567,1.8650793650793651
12,DC_c,Adaptive immune-enriched_n,30.272108843537417,4.024371392488501,1.0289884238802314,6.054421768707483,30.86965271640694,120.73114177465501,3.0272108843537415
13,M1 Macrophage_c,Plasma-enriched_n,16.38120333772508,11.197540694333856,0.6641175286778024,3.2762406675450158,19.92352586033407,335.92622083001567,1.6381203337725079
14,M1 Macrophage_c,Paneth-enriched_n,20.4655248133509,12.552025456380283,0.6641175286778024,4.09310496267018,19.92352586033407,376.5607636914085,2.04655248133509
15,M1 Macrophage_c,Adaptive immune-enriched_n,26.262626262626267,4.024371392488501,0.6641175286778024,5.2525252525252535,19.92352586033407,120.73114177465501,2.6262626262626267
16,CD57+ Enterocyte_c,Paneth-enriched_n,54.6583850931677,12.552025456380283,0.04695780505802643,10.93167701863354,1.408734151740793,376.5607636914085,5.46583850931677
17,MUC1+ Enterocyte_c,Paneth-enriched_n,36.18745595489782,12.552025456380283,0.8277406879172609,7.237491190979564,24.832220637517825,376.5607636914085,3.618745595489782
18,MUC1+ Enterocyte_c,Goblet-enriched_n,31.183932346723044,16.45477321713464,0.8277406879172609,6.236786469344609,24.832220637517825,493.64319651403923,3.1183932346723044
19,Neuroendocrine_c,Paneth-enriched_n,32.051976177585274,12.552025456380283,0.5387022729327628,6.410395235517055,16.161068187982885,376.5607636914085,3.2051976177585275
20,Neuroendocrine_c,Mature Epithelial_n,22.089875473741202,15.662615462242716,0.5387022729327628,4.417975094748241,16.161068187982885,469.8784638672815,2.2089875473741203
21,Neuroendocrine_c,Goblet-enriched_n,23.76827287493232,16.45477321713464,0.5387022729327628,4.753654574986465,16.161068187982885,493.64319651403923,2.3768272874932324
22,Paneth_c,Paneth-enriched_n,84.72979672781359,12.552025456380283,0.5882850484598715,16.94595934556272,17.648551453796145,376.5607636914085,8.47297967278136
23,CD7+ Immune_c,Paneth-enriched_n,15.664243225380039,12.552025456380283,0.44128670219126703,3.132848645076008,13.238601065738012,376.5607636914085,1.566424322538004
24,CD7+ Immune_c,Mature Epithelial_n,28.420356906807665,15.662615462242716,0.44128670219126703,5.684071381361533,13.238601065738012,469.8784638672815,2.8420356906807664
25,CD7+ Immune_c,Goblet-enriched_n,25.776602775941836,16.45477321713464,0.44128670219126703,5.155320555188367,13.238601065738012,493.64319651403923,2.5776602775941835
26,Enterocyte_c,Paneth-enriched_n,15.343942400130908,12.552025456380283,28.518262502880177,3.0687884800261815,855.5478750864053,376.5607636914085,1.5343942400130908
27,Enterocyte_c,Mature Epithelial_n,37.16991552291927,15.662615462242716,28.518262502880177,7.433983104583854,855.5478750864053,469.8784638672815,3.716991552291927
28,Enterocyte_c,Goblet-enriched_n,28.08811798155004,16.45477321713464,28.518262502880177,5.6176235963100085,855.5478750864053,493.64319651403923,2.8088117981550043
29,Goblet_c,Paneth-enriched_n,15.492341356673961,12.552025456380283,7.997410029137172,3.0984682713347924,239.92230087411517,376.5607636914085,1.5492341356673962
30,Goblet_c,Goblet-enriched_n,48.53756382202772,16.45477321713464,7.997410029137172,9.707512764405545,239.92230087411517,493.64319651403923,4.853756382202772
31,Lymphatic_c,Paneth-enriched_n,16.343004211511463,12.552025456380283,2.4931386188572047,3.2686008423022925,74.79415856571615,376.5607636914085,1.6343004211511463
32,Lymphatic_c,Adaptive immune-enriched_n,23.210107627515207,4.024371392488501,2.4931386188572047,4.642021525503042,74.79415856571615,120.73114177465501,2.321010762751521
33,TA_c,Paneth-enriched_n,25.01699524133243,12.552025456380283,1.28711052000665,5.003399048266486,38.6133156001995,376.5607636914085,2.501699524133243
34,TA_c,Mature Epithelial_n,15.341037842737368,15.662615462242716,1.28711052000665,3.0682075685474737,38.6133156001995,469.8784638672815,1.5341037842737368
35,TA_c,Goblet-enriched_n,35.59936551099025,16.45477321713464,1.28711052000665,7.119873102198051,38.6133156001995,493.64319651403923,3.5599365510990255
36,CD66+ Enterocyte_c,CD66+ Epithelial-enriched_n,47.793556268132534,1.9853526647825213,1.9101035113354974,9.558711253626507,57.303105340064924,59.56057994347564,4.7793556268132535
37,CD66+ Enterocyte_c,Mature Epithelial_n,19.2090395480226,15.662615462242716,1.9101035113354974,3.84180790960452,57.303105340064924,469.8784638672815,1.92090395480226
38,CD66+ Enterocyte_c,Goblet-enriched_n,21.453657046877385,16.45477321713464,1.9101035113354974,4.290731409375477,57.303105340064924,493.64319651403923,2.1453657046877384
39,CD8+ T_c,Mature Epithelial_n,24.19108558132771,15.662615462242716,8.02249308028618,4.838217116265541,240.6747924085854,469.8784638672815,2.4191085581327707
40,CD8+ T_c,CD8+ T IEL_n,22.38420708209118,5.591770425916042,8.02249308028618,4.476841416418236,240.6747924085854,167.75311277748128,2.238420708209118
41,Cycling TA_c,Goblet-enriched_n,32.95711060948081,16.45477321713464,1.808896316583105,6.591422121896161,54.266889497493146,493.64319651403923,3.2957110609480806
42,Cycling TA_c,TA zone_n,28.813286036762335,2.8329264629106254,1.808896316583105,5.762657207352467,54.266889497493146,84.98779388731876,2.8813286036762333
43,Endothelial_c,Microvasculature_n,28.563102443398343,4.348992740498336,6.505551812542108,5.7126204886796685,195.16655437626324,130.4697822149501,2.8563102443398343
44,Endothelial_c,Macrovasculature_n,14.283792871553464,3.50696054669385,6.505551812542108,2.856758574310693,195.16655437626324,105.20881640081551,1.4283792871553465
45,Nerve_c,Innervated Muscle_n,19.53195319531953,5.217857965764551,1.9442281274335664,3.9063906390639063,58.326843823006996,156.53573897293654,1.9531953195319531
46,Nerve_c,Smooth Muscle_n,18.72187218721872,6.066015090663563,1.9442281274335664,3.7443744374437444,58.326843823006996,181.98045271990688,1.8721872187218722
47,Smooth muscle_c,Innervated Muscle_n,20.823764353469794,5.217857965764551,11.684035221270427,4.164752870693959,350.52105663811284,156.53573897293654,2.0823764353469794
48,Smooth muscle_c,Smooth Muscle_n,39.37343984023964,6.066015090663563,11.684035221270427,7.874687968047928,350.52105663811284,181.98045271990688,3.937343984023964
49,Stroma_c,Stromal_n,19.276769382299143,3.1350897302405345,8.291406721674381,3.8553538764598287,248.74220165023144,94.05269190721603,1.9276769382299144
